
465290,images/caucasian_female/CF416.jpg,16
465290,images/caucasian_female/CF416.jpg,16
465290,images/caucasian_female/CF737.jpg,14
465290,images/caucasian_female/CF340.jpg,14
465290,images/caucasian_female/CF481.jpg,13
465290,images/caucasian_female/CF416.jpg,16
465290,images/caucasian_male/CM249.jpg,13
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1647.jpg,13
465290,images_lines/asian_female/AF1706.jpg,24
465290,images_lines/asian_female/AF1487.jpg,5
465290,images_lines/asian_female/AF1563.jpg,13
465290,images_lines/asian_female/AF1846.jpg,13
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1647.jpg,13
465290,images_lines/asian_female/AF1706.jpg,24
465290,images_lines/asian_female/AF1487.jpg,5
465290,images_lines/asian_female/AF1563.jpg,13
465290,images_lines/asian_female/AF1846.jpg,13
465290,images_lines/asian_female/AF1521.jpg,23
465290,images_lines/asian_female/AF1819.jpg,13
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1647.jpg,13
465290,images_lines/asian_female/AF1706.jpg,24
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1369.jpg,13
465290,images_lines/asian_female/AF1647.jpg,13
465290,images_lines/asian_female/AF1706.jpg,24
465290,images_lines/asian_female/AF1487.jpg,5
465290,images_lines/asian_female/AF1563.jpg,13
465290,images_lines/asian_female/AF1846.jpg,13
465290,images_lines/asian_female/AF1521.jpg,23
465290,images_lines/asian_female/AF1819.jpg,13
465290,images_lines/asian_female/AF1740.jpg,4
465290,images_lines/asian_female/AF1867.jpg,26
465290,images_lines/asian_female/AF1499.jpg,24
465290,images_lines/asian_female/AF1726.jpg,25
465290,images_lines/asian_female/AF1745.jpg,23
465290,images_lines/asian_female/AF1534.jpg,6
465290,images_lines/asian_female/AF1496.jpg,6
465290,images_lines/asian_female/AF1862.jpg,6
465290,images_lines/asian_female/AF1918.jpg,6
465290,images_lines/asian_male/AM1701.jpg,13
465290,images_lines/asian_male/AM1934.jpg,13
465290,images_lines/asian_male/AM1513.jpg,22
465290,images_lines/asian_male/AM1622.jpg,13
465290,images_lines/asian_male/AM1966.jpg,13
465290,images_lines/asian_male/AM1801.jpg,22
465290,images_lines/asian_male/AM1488.jpg,13
465290,images_lines/asian_male/AM1542.jpg,13
465290,images_lines/asian_male/AM1817.jpg,23
465290,images_lines/asian_male/AM1592.jpg,24
465290,images_lines/asian_male/AM1978.jpg,4
465290,images_lines/asian_male/AM1740.jpg,5
465290,images_lines/asian_male/AM1564.jpg,22
465290,images_lines/asian_male/AM1491.jpg,22
465290,images_lines/asian_male/AM1626.jpg,6
465290,images_lines/asian_male/AM1520.jpg,5
465290,images_lines/asian_male/AM1887.jpg,6
465290,images_lines/asian_male/AM1509.jpg,6
465290,images_lines/caucasian_female/CF527.jpg,21
465290,images_lines/caucasian_female/CF636.jpg,27
465290,images_lines/caucasian_female/CF576.jpg,21
465290,images_lines/caucasian_female/CF391.jpg,4
465290,images_lines/caucasian_female/CF477.jpg,5
465290,images_lines/caucasian_female/CF570.jpg,22
465290,images_lines/caucasian_female/CF534.jpg,5
465290,images_lines/caucasian_female/CF658.jpg,13
465290,images_lines/caucasian_female/CF384.jpg,13
465290,images_lines/caucasian_female/CF515.jpg,13
465290,images_lines/caucasian_female/CF603.jpg,13
465290,images_lines/caucasian_female/CF599.jpg,13
465290,images_lines/caucasian_female/CF473.jpg,13
465290,images_lines/caucasian_female/CF665.jpg,26
465290,images_lines/caucasian_female/CF541.jpg,5
465290,images_lines/caucasian_female/CF741.jpg,2
465290,images_lines/caucasian_female/CF318.jpg,4
465290,images_lines/caucasian_female/CF727.jpg,22
465290,images_lines/caucasian_female/CF527.jpg,13
465290,images_lines/caucasian_female/CF636.jpg,10
465290,images_lines/caucasian_female/CF576.jpg,9
465290,images_lines/caucasian_female/CF391.jpg,14
465290,images_lines/caucasian_female/CF477.jpg,20
465290,images_lines/caucasian_female/CF570.jpg,18
465290,images_lines/caucasian_female/CF534.jpg,16
465290,images_lines/caucasian_female/CF658.jpg,12
465290,images_lines/caucasian_female/CF384.jpg,16
465290,images_lines/caucasian_female/CF527.jpg,13
465290,images_lines/caucasian_female/CF527.jpg,13
465290,images_lines/caucasian_female/CF636.jpg,10
465290,images_lines/caucasian_female/CF527.jpg,13
465290,images_lines/caucasian_female/CF636.jpg,10
465290,images_lines/caucasian_female/CF576.jpg,9
465290,images_lines/caucasian_female/CF391.jpg,14
465290,images_lines/caucasian_female/CF527.jpg,13
465290,images_lines/caucasian_female/CF636.jpg,10
465290,images_lines/caucasian_female/CF576.jpg,9
465290,images_lines/caucasian_female/CF391.jpg,14
465290,images_lines/caucasian_female/CF477.jpg,20
465290,images_lines/caucasian_female/CF570.jpg,18
465290,images_lines/caucasian_female/CF534.jpg,16
465290,images_lines/caucasian_female/CF658.jpg,12
465290,images_lines/caucasian_female/CF384.jpg,16
465290,images_lines/caucasian_female/CF515.jpg,8
465290,images_lines/caucasian_female/CF603.jpg,12
465290,images_lines/caucasian_female/CF599.jpg,10
465290,images_lines/caucasian_female/CF473.jpg,8
465290,images_lines/caucasian_female/CF665.jpg,18
465290,images_lines/caucasian_female/CF541.jpg,8
465290,images_lines/caucasian_female/CF741.jpg,14
465290,images_lines/caucasian_female/CF318.jpg,17
465290,images_lines/caucasian_female/CF727.jpg,16
465290,images_lines/caucasian_male/CM638.jpg,13
465290,images_lines/caucasian_male/CM477.jpg,11
465290,images_lines/caucasian_male/CM455.jpg,23
465290,images_lines/caucasian_male/CM244.jpg,15
465290,images_lines/caucasian_male/CM472.jpg,23
465290,images_lines/caucasian_male/CM495.jpg,16
465290,images_lines/caucasian_male/CM528.jpg,11
465290,images_lines/caucasian_male/CM238.jpg,14
465290,images_lines/caucasian_male/CM246.jpg,9
465290,images_lines/caucasian_male/CM266.jpg,14
465290,images_lines/caucasian_male/CM632.jpg,14
465290,images_lines/caucasian_male/CM514.jpg,19
465290,images_lines/caucasian_male/CM636.jpg,9
465290,images_lines/caucasian_male/CM640.jpg,8
465290,images_lines/caucasian_male/CM439.jpg,10
465290,images_lines/caucasian_male/CM736.jpg,12
465290,images_lines/caucasian_male/CM462.jpg,12
465290,images_lines/caucasian_male/CM414.jpg,14
465290,images_lines/asian_male/AM1701.jpg,10
465290,images_lines/asian_male/AM1934.jpg,13
465290,images_lines/asian_male/AM1513.jpg,14
465290,images_lines/asian_male/AM1622.jpg,15
465290,images_lines/asian_male/AM1966.jpg,14
465290,images_lines/asian_male/AM1801.jpg,13
465290,images_lines/asian_male/AM1488.jpg,15
465290,images_lines/asian_male/AM1542.jpg,9
465290,images_lines/asian_male/AM1817.jpg,8
465290,images_lines/asian_male/AM1592.jpg,19
465290,images_lines/asian_male/AM1978.jpg,14
465290,images_lines/asian_male/AM1740.jpg,14
465290,images_lines/asian_male/AM1564.jpg,11
465290,images_lines/asian_male/AM1491.jpg,16
465290,images_lines/asian_male/AM1626.jpg,14
465290,images_lines/asian_male/AM1520.jpg,10
465290,images_lines/asian_male/AM1887.jpg,14
465290,images_lines/asian_male/AM1509.jpg,10
465290,images_lines/asian_female/AF1369.jpg,9
465290,images_lines/asian_female/AF1647.jpg,16
465290,images_lines/asian_female/AF1706.jpg,18
465290,images_lines/asian_female/AF1487.jpg,15
